id,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,beta_0,beta_1,beta_2,beta_3,beta_4
194,np.float64(0.21815724670886993),np.float64(0.5965754985809326),np.float64(0.3554202616214752),np.float64(0.5050526261329651),np.float64(1.1768615245819092),np.float64(0.28552162647247314),np.float64(0.3108179271221161),np.float64(0.4823964238166809),np.float64(0.25164303183555603),np.float64(0.1198902428150177)
195,np.float64(0.2873521149158478),np.float64(0.7406424283981323),np.float64(0.309029757976532),np.float64(1.1646286249160767),np.float64(1.388464093208313),np.float64(0.26709020137786865),np.float64(0.4640723764896393),np.float64(0.46152153611183167),np.float64(0.1769399642944336),np.float64(0.22955645620822906)
196,np.float64(0.17452472448349),np.float64(0.3911496102809906),np.float64(0.29643720388412476),np.float64(0.5230008363723755),np.float64(0.9411827325820923),np.float64(0.3516693115234375),np.float64(0.38919797539711),np.float64(0.41468480229377747),np.float64(0.22745101153850555),np.float64(0.14611919224262238)
197,np.float64(0.17645491659641266),np.float64(0.4418279826641083),np.float64(0.33428749442100525),np.float64(0.45686960220336914),np.float64(1.820913314819336),np.float64(0.3226338326931),np.float64(0.32282525300979614),np.float64(0.45028701424598694),np.float64(0.21397805213928223),np.float64(0.1966598778963089)
198,np.float64(0.25293970108032227),np.float64(0.5135276913642883),np.float64(0.28238964080810547),np.float64(0.8289236426353455),np.float64(1.3987237215042114),np.float64(0.31766277551651),np.float64(0.4655669033527374),np.float64(0.37198489904403687),np.float64(0.19677966833114624),np.float64(0.17734749615192413)
199,np.float64(0.2473095953464508),np.float64(0.585757851600647),np.float64(0.3063240945339203),np.float64(0.9496887922286987),np.float64(1.4220174551010132),np.float64(0.2955774664878845),np.float64(0.42948564887046814),np.float64(0.44195234775543213),np.float64(0.15682466328144073),np.float64(0.1760193109512329)
200,np.float64(-0.538009762763977),np.float64(0.5234586596488953),np.float64(0.08622855693101883),np.float64(1.88080894947052),np.float64(0.777103841304779),np.float64(1.5736033916473389),np.float64(0.6451960802078247),np.float64(0.182916522026062),np.float64(0.07691407203674316),np.float64(0.10440484434366226)
201,np.float64(0.19788005948066711),np.float64(0.43755561113357544),np.float64(0.30793046951293945),np.float64(0.7564139366149902),np.float64(0.7771822214126587),np.float64(0.33883655071258545),np.float64(0.4288520812988281),np.float64(0.41479501128196716),np.float64(0.12960410118103027),np.float64(0.16334249079227448)
202,np.float64(0.21425555646419525),np.float64(0.4665679931640625),np.float64(0.2796068489551544),np.float64(0.6788079142570496),np.float64(0.9664340615272522),np.float64(0.327645868062973),np.float64(0.4622608423233032),np.float64(0.4169621765613556),np.float64(0.17690996825695038),np.float64(0.16733330488204956)
203,np.float64(0.22020892798900604),np.float64(0.5803022384643555),np.float64(0.3741522431373596),np.float64(0.614328920841217),np.float64(1.1388981342315674),np.float64(0.2989143133163452),np.float64(0.32672056555747986),np.float64(0.4075242578983307),np.float64(0.26509013772010803),np.float64(0.14507266879081726)
204,np.float64(0.2105128914117813),np.float64(0.5267149209976196),np.float64(0.3270657956600189),np.float64(0.7354888319969177),np.float64(1.1495009660720825),np.float64(0.3016444742679596),np.float64(0.36015424132347107),np.float64(0.42136242985725403),np.float64(0.24120298027992249),np.float64(0.17757365107536316)
205,np.float64(0.19613829255104065),np.float64(0.4916931390762329),np.float64(0.3578346371650696),np.float64(0.44673895835876465),np.float64(0.896828293800354),np.float64(0.30771544575691223),np.float64(0.2922351062297821),np.float64(0.3948214650154114),np.float64(0.2557380199432373),np.float64(0.15559522807598114)
206,np.float64(0.21761834621429443),np.float64(0.49368149042129517),np.float64(0.29327329993247986),np.float64(0.65872722864151),np.float64(0.9861292839050293),np.float64(0.3165799081325531),np.float64(0.41812771558761597),np.float64(0.46204230189323425),np.float64(0.18870271742343903),np.float64(0.1567361205816269)
207,np.float64(0.1819983720779419),np.float64(0.4134591221809387),np.float64(0.28577283024787903),np.float64(0.5034192800521851),np.float64(0.9448238015174866),np.float64(0.3313792049884796),np.float64(0.3721858859062195),np.float64(0.44492223858833313),np.float64(0.2118413895368576),np.float64(0.15308158099651337)
208,np.float64(0.21533213555812836),np.float64(0.5185860991477966),np.float64(0.3244495093822479),np.float64(0.5843071937561035),np.float64(1.0160932540893555),np.float64(0.30601102113723755),np.float64(0.37351998686790466),np.float64(0.4180825352668762),np.float64(0.22475549578666687),np.float64(0.1468954086303711)
209,np.float64(0.21633438766002655),np.float64(0.6023281216621399),np.float64(0.4392392933368683),np.float64(0.4689796268939972),np.float64(1.1702461242675781),np.float64(0.27927204966545105),np.float64(0.24700312316417694),np.float64(0.41400131583213806),np.float64(0.29084306955337524),np.float64(0.13489457964897156)
210,np.float64(0.16563308238983154),np.float64(0.3933752477169037),np.float64(0.31457221508026123),np.float64(0.412750244140625),np.float64(0.954046905040741),np.float64(0.31879347562789917),np.float64(0.29310142993927),np.float64(0.4405667185783386),np.float64(0.23320475220680237),np.float64(0.12237074971199036)
211,np.float64(0.1538832187652588),np.float64(0.33110663294792175),np.float64(0.2908554971218109),np.float64(0.34890082478523254),np.float64(0.6733627319335938),np.float64(0.3374198079109192),np.float64(0.2770921587944031),np.float64(0.38392117619514465),np.float64(0.285860151052475),np.float64(0.11915157735347748)
212,np.float64(0.260907381772995),np.float64(0.7596817016601562),np.float64(0.4575950503349304),np.float64(0.48567038774490356),np.float64(1.6648892164230347),np.float64(0.2602323293685913),np.float64(0.25120624899864197),np.float64(0.466104656457901),np.float64(0.2687118649482727),np.float64(0.14771991968154907)
213,np.float64(0.1904154270887375),np.float64(0.5094994306564331),np.float64(0.4398680627346039),np.float64(0.32717618346214294),np.float64(2.0580573081970215),np.float64(0.2924887537956238),np.float64(0.22117924690246582),np.float64(0.38799384236335754),np.float64(0.3458682596683502),np.float64(0.16780151426792145)
214,np.float64(0.19094234704971313),np.float64(0.45050856471061707),np.float64(0.3336659371852875),np.float64(0.6010295748710632),np.float64(1.024872899055481),np.float64(0.3289908766746521),np.float64(0.3668627440929413),np.float64(0.3972594439983368),np.float64(0.24100255966186523),np.float64(0.12637756764888763)
215,np.float64(0.23006971180438995),np.float64(0.510057270526886),np.float64(0.2627427577972412),np.float64(0.7714067101478577),np.float64(0.9314000010490417),np.float64(0.3045068681240082),np.float64(0.4566592872142792),np.float64(0.4387005567550659),np.float64(0.1724427491426468),np.float64(0.16224652528762817)
216,np.float64(-0.2404855191707611),np.float64(0.48356693983078003),np.float64(0.28982308506965637),np.float64(0.3565935492515564),np.float64(0.6534029841423035),np.float64(1.465517520904541),np.float64(0.33226045966148376),np.float64(0.4289432168006897),np.float64(0.2534818649291992),np.float64(0.1274418979883194)
217,np.float64(0.18498721718788147),np.float64(0.4544653296470642),np.float64(0.3712675869464874),np.float64(0.4318046569824219),np.float64(0.8720890283584595),np.float64(0.3120962381362915),np.float64(0.2770284414291382),np.float64(0.4083583354949951),np.float64(0.2604715824127197),np.float64(0.13353858888149261)
218,np.float64(0.232194185256958),np.float64(0.5888273119926453),np.float64(0.2902505695819855),np.float64(0.9484317898750305),np.float64(1.2922298908233643),np.float64(0.3044520616531372),np.float64(0.43561527132987976),np.float64(0.4833771586418152),np.float64(0.23643238842487335),np.float64(0.23223358392715454)
219,np.float64(0.19730569422245026),np.float64(0.4794375002384186),np.float64(0.3031131327152252),np.float64(0.5150098204612732),np.float64(1.1569936275482178),np.float64(0.3136405050754547),np.float64(0.3632824122905731),np.float64(0.43680453300476074),np.float64(0.2557929754257202),np.float64(0.15580222010612488)
220,np.float64(0.2888592481613159),np.float64(0.7295119166374207),np.float64(0.3322151005268097),np.float64(1.3398596048355103),np.float64(1.144158959388733),np.float64(0.27293163537979126),np.float64(0.4214901626110077),np.float64(0.4372682571411133),np.float64(0.16534872353076935),np.float64(0.17374323308467865)
221,np.float64(0.2709999084472656),np.float64(0.5803938508033752),np.float64(0.32697516679763794),np.float64(1.074535608291626),np.float64(1.1079926490783691),np.float64(0.29307615756988525),np.float64(0.5337604284286499),np.float64(0.4052295386791229),np.float64(0.17090214788913727),np.float64(0.24947601556777954)
222,np.float64(0.2119845300912857),np.float64(0.48973631858825684),np.float64(0.2922137677669525),np.float64(0.613792896270752),np.float64(1.1848422288894653),np.float64(0.32085660099983215),np.float64(0.41730087995529175),np.float64(0.43934178352355957),np.float64(0.1847529411315918),np.float64(0.156757190823555)
223,np.float64(0.13830755650997162),np.float64(0.5704199075698853),np.float64(-0.2368071973323822),np.float64(0.3335738182067871),np.float64(1.9346987009048462),np.float64(0.3529728651046753),np.float64(1.513546109199524),np.float64(-0.9752417206764221),np.float64(0.3087761402130127),np.float64(0.19025906920433044)
224,np.float64(0.2537320554256439),np.float64(0.5637558698654175),np.float64(0.2981663644313812),np.float64(1.127651572227478),np.float64(0.847863495349884),np.float64(0.30017513036727905),np.float64(0.5091678500175476),np.float64(0.40857917070388794),np.float64(0.1406850665807724),np.float64(0.18778453767299652)
225,np.float64(0.20862792432308197),np.float64(0.4734709858894348),np.float64(0.30159273743629456),np.float64(0.7356835603713989),np.float64(1.0706243515014648),np.float64(0.3310956656932831),np.float64(0.4345787465572357),np.float64(0.4413478672504425),np.float64(0.22573037445545197),np.float64(0.16297194361686707)
226,np.float64(0.20930558443069458),np.float64(0.46549850702285767),np.float64(0.31195393204689026),np.float64(0.66228187084198),np.float64(1.388558030128479),np.float64(0.3338852524757385),np.float64(0.4278647303581238),np.float64(0.39391928911209106),np.float64(0.18579277396202087),np.float64(0.16669848561286926)
227,np.float64(0.24827933311462402),np.float64(0.5683581233024597),np.float64(0.32548439502716064),np.float64(1.0381375551223755),np.float64(1.0968977212905884),np.float64(0.3034629225730896),np.float64(0.42533746361732483),np.float64(0.454281747341156),np.float64(0.17486940324306488),np.float64(0.20274360477924347)
228,np.float64(0.15076729655265808),np.float64(0.332908570766449),np.float64(0.3012712001800537),np.float64(0.38315045833587646),np.float64(0.7066541910171509),np.float64(0.3468635082244873),np.float64(0.2886183559894562),np.float64(0.3902430236339569),np.float64(0.2711925506591797),np.float64(0.12706205248832703)
229,np.float64(0.2228512465953827),np.float64(0.6045520901679993),np.float64(0.3321760892868042),np.float64(2.6778006553649902),np.float64(0.8108248114585876),np.float64(0.2952321469783783),np.float64(0.3875015079975128),np.float64(0.3838097155094147),np.float64(0.17620359361171722),np.float64(0.22035852074623108)
230,np.float64(0.23649285733699799),np.float64(0.5354189872741699),np.float64(0.34611815214157104),np.float64(1.4222753047943115),np.float64(0.8934491276741028),np.float64(0.30893516540527344),np.float64(0.4897514581680298),np.float64(0.3466958999633789),np.float64(0.19523046910762787),np.float64(0.26882097125053406)
231,np.float64(0.19989244639873505),np.float64(0.4557061791419983),np.float64(0.5109573602676392),np.float64(-0.2153148353099823),np.float64(2.2214787006378174),np.float64(0.31168264150619507),np.float64(0.3082358241081238),np.float64(1.3702359199523926),np.float64(-0.7765243649482727),np.float64(0.20012056827545166)
232,np.float64(0.21942481398582458),np.float64(0.5453272461891174),np.float64(0.31445297598838806),np.float64(0.6040084958076477),np.float64(1.3083949089050293),np.float64(0.30413123965263367),np.float64(0.36065351963043213),np.float64(0.4381523132324219),np.float64(0.1942402571439743),np.float64(0.12861928343772888)
233,np.float64(0.1800299435853958),np.float64(0.48217064142227173),np.float64(0.39648786187171936),np.float64(0.334896057844162),np.float64(1.871200680732727),np.float64(0.30292201042175293),np.float64(0.24198657274246216),np.float64(0.43398207426071167),np.float64(0.27272841334342957),np.float64(0.17350102961063385)
234,np.float64(0.22427567839622498),np.float64(0.3227088451385498),np.float64(0.62134850025177),np.float64(0.42637500166893005),np.float64(1.962972640991211),np.float64(0.48107683658599854),np.float64(0.38830506801605225),np.float64(0.2949276268482208),np.float64(0.3432869017124176),np.float64(0.288921594619751)
235,np.float64(0.2167738676071167),np.float64(0.4642748534679413),np.float64(0.28093957901000977),np.float64(0.8487906455993652),np.float64(1.0089792013168335),np.float64(0.3292279541492462),np.float64(0.49473288655281067),np.float64(0.428992360830307),np.float64(0.15510675311088562),np.float64(0.16403581202030182)
236,np.float64(0.1948762834072113),np.float64(0.4335450232028961),np.float64(0.30034691095352173),np.float64(0.5388672947883606),np.float64(0.8314567804336548),np.float64(0.34036684036254883),np.float64(0.39166101813316345),np.float64(0.4135860502719879),np.float64(0.25648123025894165),np.float64(0.18818910419940948)
237,np.float64(0.19800172746181488),np.float64(0.48089107871055603),np.float64(0.3146425485610962),np.float64(0.5537684559822083),np.float64(1.1684725284576416),np.float64(0.3103613555431366),np.float64(0.343868613243103),np.float64(0.4454795718193054),np.float64(0.23168820142745972),np.float64(0.1275847852230072)
238,np.float64(0.24242651462554932),np.float64(0.5651054978370667),np.float64(0.28461754322052),np.float64(0.9469095468521118),np.float64(1.0190861225128174),np.float64(0.2999618947505951),np.float64(0.4629673361778259),np.float64(0.43530070781707764),np.float64(0.1526525467634201),np.float64(0.15688110888004303)
239,np.float64(0.22550944983959198),np.float64(0.5536283850669861),np.float64(0.31726333498954773),np.float64(0.817828893661499),np.float64(1.159079670906067),np.float64(0.30325719714164734),np.float64(0.39310893416404724),np.float64(0.4861161708831787),np.float64(0.1885668933391571),np.float64(0.18718817830085754)
240,np.float64(0.1842101812362671),np.float64(0.4489109218120575),np.float64(0.3120196759700775),np.float64(0.5440353751182556),np.float64(1.0130976438522339),np.float64(0.3156364858150482),np.float64(0.3365473747253418),np.float64(0.4608733654022217),np.float64(0.17926663160324097),np.float64(0.15234248340129852)
241,np.float64(0.20828478038311005),np.float64(0.6409175395965576),np.float64(0.5306589603424072),np.float64(0.39731845259666443),np.float64(3.3028523921966553),np.float64(0.2761214077472687),np.float64(0.2101612389087677),np.float64(0.4431094825267792),np.float64(0.3336827754974365),np.float64(0.14100994169712067)
242,np.float64(0.21731124818325043),np.float64(0.4313926100730896),np.float64(0.25558844208717346),np.float64(0.6891452074050903),np.float64(0.8939130902290344),np.float64(0.34507477283477783),np.float64(0.48206132650375366),np.float64(0.4392648935317993),np.float64(0.20089583098888397),np.float64(0.18401683866977692)
243,np.float64(0.22189003229141235),np.float64(0.44044986367225647),np.float64(0.30206823348999023),np.float64(0.8418398499488831),np.float64(0.8775082230567932),np.float64(0.34443941712379456),np.float64(0.49437832832336426),np.float64(0.37833747267723083),np.float64(0.1714048534631729),np.float64(0.20033034682273865)
244,np.float64(0.23775972425937653),np.float64(0.5236411690711975),np.float64(0.30306148529052734),np.float64(1.0582911968231201),np.float64(1.0094337463378906),np.float64(0.31069377064704895),np.float64(0.4810134768486023),np.float64(0.40920522809028625),np.float64(0.1577635407447815),np.float64(0.2084951251745224)
245,np.float64(0.21778665482997894),np.float64(0.5149701833724976),np.float64(0.2960982024669647),np.float64(0.7196481227874756),np.float64(0.9577552080154419),np.float64(0.3179320991039276),np.float64(0.43702149391174316),np.float64(0.40080034732818604),np.float64(0.19740991294384003),np.float64(0.17872254550457)
246,np.float64(0.21252025663852692),np.float64(0.5258978009223938),np.float64(0.32738834619522095),np.float64(0.710229218006134),np.float64(1.1532833576202393),np.float64(0.31784674525260925),np.float64(0.3793543875217438),np.float64(0.43395960330963135),np.float64(0.23386749625205994),np.float64(0.16205498576164246)
247,np.float64(0.21321438252925873),np.float64(0.5350965261459351),np.float64(0.30834224820137024),np.float64(0.7770506143569946),np.float64(1.2335503101348877),np.float64(0.2989615499973297),np.float64(0.3769678771495819),np.float64(0.46880415081977844),np.float64(0.1715288609266281),np.float64(0.18341928720474243)
248,np.float64(0.22250093519687653),np.float64(0.5670437812805176),np.float64(0.35501623153686523),np.float64(0.6163038611412048),np.float64(1.1043936014175415),np.float64(0.2950214743614197),np.float64(0.33169442415237427),np.float64(0.4247329831123352),np.float64(0.26291146874427795),np.float64(0.161468505859375)
249,np.float64(0.28886130452156067),np.float64(0.4080754518508911),np.float64(0.388687402009964),np.float64(0.9710407257080078),np.float64(1.0903939008712769),np.float64(0.3570210933685303),np.float64(0.526644766330719),np.float64(0.36234936118125916),np.float64(0.23337480425834656),np.float64(0.22084969282150269)
250,np.float64(0.2112787961959839),np.float64(0.5251280069351196),np.float64(0.3114086091518402),np.float64(0.7996793985366821),np.float64(1.233810305595398),np.float64(0.3004005551338196),np.float64(0.39403024315834045),np.float64(0.4092775285243988),np.float64(0.24437807500362396),np.float64(0.20826946198940277)
251,np.float64(0.20513467490673065),np.float64(0.5095231533050537),np.float64(0.30840423703193665),np.float64(0.7375221848487854),np.float64(1.2048135995864868),np.float64(0.3099147379398346),np.float64(0.393653929233551),np.float64(0.4394686818122864),np.float64(0.21391351521015167),np.float64(0.1598149538040161)
252,np.float64(0.18403053283691406),np.float64(0.44999516010284424),np.float64(0.3241210877895355),np.float64(0.5046954154968262),np.float64(0.9897506833076477),np.float64(0.31289032101631165),np.float64(0.31630635261535645),np.float64(0.43156829476356506),np.float64(0.19942381978034973),np.float64(0.1623033583164215)
253,np.float64(0.20247694849967957),np.float64(0.47561150789260864),np.float64(0.36782750487327576),np.float64(0.4223831295967102),np.float64(0.8306625485420227),np.float64(0.3022631108760834),np.float64(0.26796790957450867),np.float64(0.36171332001686096),np.float64(0.2667039930820465),np.float64(0.13791857659816742)
254,np.float64(0.21206602454185486),np.float64(0.5248199105262756),np.float64(0.2998051047325134),np.float64(0.6356583833694458),np.float64(1.1709340810775757),np.float64(0.31119266152381897),np.float64(0.39162662625312805),np.float64(0.4515939950942993),np.float64(0.2715863585472107),np.float64(0.1764315366744995)
255,np.float64(0.21877658367156982),np.float64(0.48749446868896484),np.float64(0.30774345993995667),np.float64(0.8194891810417175),np.float64(1.2116506099700928),np.float64(0.3212704658508301),np.float64(0.44468817114830017),np.float64(0.4264910817146301),np.float64(0.1757582724094391),np.float64(0.14134551584720612)
256,np.float64(0.22520628571510315),np.float64(0.6287198662757874),np.float64(0.36497563123703003),np.float64(0.5595101118087769),np.float64(1.582344651222229),np.float64(0.2798428237438202),np.float64(0.30655139684677124),np.float64(0.49278464913368225),np.float64(0.22864429652690887),np.float64(0.150590181350708)
257,np.float64(0.18548789620399475),np.float64(0.4556751549243927),np.float64(0.29267099499702454),np.float64(0.7006801962852478),np.float64(1.1625101566314697),np.float64(0.3313511908054352),np.float64(0.42858925461769104),np.float64(0.4233614504337311),np.float64(0.22686496376991272),np.float64(0.1352609395980835)
258,np.float64(0.204061359167099),np.float64(0.5162383317947388),np.float64(0.36431682109832764),np.float64(0.4978228211402893),np.float64(0.9562357068061829),np.float64(0.3048331141471863),np.float64(0.31047260761260986),np.float64(0.4100673794746399),np.float64(0.29125896096229553),np.float64(0.16229408979415894)
259,np.float64(0.20553764700889587),np.float64(0.5298234224319458),np.float64(0.3542081415653229),np.float64(0.4580017924308777),np.float64(1.189599633216858),np.float64(0.29475319385528564),np.float64(0.2965591251850128),np.float64(0.4587318003177643),np.float64(0.21473193168640137),np.float64(0.11423226445913315)
260,np.float64(0.24012166261672974),np.float64(0.45805618166923523),np.float64(0.33282628655433655),np.float64(0.8151924014091492),np.float64(1.0941193103790283),np.float64(0.3498525023460388),np.float64(0.47960197925567627),np.float64(0.41783052682876587),np.float64(0.2376444935798645),np.float64(0.17561422288417816)
261,np.float64(0.2483704388141632),np.float64(0.5870814323425293),np.float64(0.2942968010902405),np.float64(1.0624608993530273),np.float64(1.1002565622329712),np.float64(0.2948773503303528),np.float64(0.46765124797821045),np.float64(0.42757055163383484),np.float64(0.19092456996440887),np.float64(0.22147126495838165)
262,np.float64(0.2125004380941391),np.float64(0.47721239924430847),np.float64(0.2891974151134491),np.float64(0.696006715297699),np.float64(1.1385014057159424),np.float64(0.3271770179271698),np.float64(0.4212929904460907),np.float64(0.4374997615814209),np.float64(0.2524453401565552),np.float64(0.19561398029327393)
263,np.float64(0.21130305528640747),np.float64(0.47587651014328003),np.float64(0.25434476137161255),np.float64(0.6562932729721069),np.float64(0.9344342947006226),np.float64(0.31500962376594543),np.float64(0.4337846636772156),np.float64(0.4458041191101074),np.float64(0.15896280109882355),np.float64(0.16365696489810944)
264,np.float64(0.1981976330280304),np.float64(0.4965662360191345),np.float64(0.32014352083206177),np.float64(0.8219665884971619),np.float64(1.7492069005966187),np.float64(0.31295499205589294),np.float64(0.3382105529308319),np.float64(0.47462278604507446),np.float64(0.1688077747821808),np.float64(0.18325337767601013)
265,np.float64(0.24763581156730652),np.float64(0.4119185507297516),np.float64(0.3224121928215027),np.float64(0.8728867173194885),np.float64(0.9752267599105835),np.float64(0.36239442229270935),np.float64(0.5600647926330566),np.float64(0.39354589581489563),np.float64(0.21678151190280914),np.float64(0.20702935755252838)
266,np.float64(0.26599839329719543),np.float64(0.47976094484329224),np.float64(0.29340142011642456),np.float64(1.0016976594924927),np.float64(0.8163898587226868),np.float64(0.3259831666946411),np.float64(0.5564695596694946),np.float64(0.40137702226638794),np.float64(0.16783612966537476),np.float64(0.2192443311214447)
267,np.float64(0.20060427486896515),np.float64(0.45360589027404785),np.float64(0.2905839681625366),np.float64(0.5904532074928284),np.float64(1.0080682039260864),np.float64(0.33303308486938477),np.float64(0.42748552560806274),np.float64(0.4319523572921753),np.float64(0.20009811222553253),np.float64(0.15208201110363007)
268,np.float64(0.2006606161594391),np.float64(0.4783952832221985),np.float64(0.31041547656059265),np.float64(0.5887975096702576),np.float64(0.9242458343505859),np.float64(0.32145121693611145),np.float64(0.3894160985946655),np.float64(0.43819814920425415),np.float64(0.2117406725883484),np.float64(0.14373351633548737)
269,np.float64(0.20514534413814545),np.float64(0.5668161511421204),np.float64(0.39148879051208496),np.float64(0.504819393157959),np.float64(1.3060108423233032),np.float64(0.30272576212882996),np.float64(0.31606942415237427),np.float64(0.457552433013916),np.float64(0.1871127039194107),np.float64(0.1599849909543991)
270,np.float64(0.2141566276550293),np.float64(0.5085405111312866),np.float64(0.3035624027252197),np.float64(0.6047782301902771),np.float64(1.1065038442611694),np.float64(0.30591434240341187),np.float64(0.3708924353122711),np.float64(0.46604442596435547),np.float64(0.25597700476646423),np.float64(0.1830352395772934)
271,np.float64(0.18563739955425262),np.float64(0.4133317172527313),np.float64(0.2764540910720825),np.float64(0.5869901776313782),np.float64(0.9906110167503357),np.float64(0.338546484708786),np.float64(0.41336590051651),np.float64(0.45385047793388367),np.float64(0.2343238741159439),np.float64(0.15393123030662537)
272,np.float64(0.2411688268184662),np.float64(0.5718644857406616),np.float64(0.3222201466560364),np.float64(1.0714880228042603),np.float64(1.126663088798523),np.float64(0.29763278365135193),np.float64(0.4496966004371643),np.float64(0.4575525224208832),np.float64(0.1438235491514206),np.float64(0.1774217188358307)
273,np.float64(0.23924364149570465),np.float64(0.592446506023407),np.float64(0.3164806365966797),np.float64(1.9807562828063965),np.float64(1.7795757055282593),np.float64(0.2908073961734772),np.float64(0.44900763034820557),np.float64(0.4208261966705322),np.float64(0.23552283644676208),np.float64(0.12799055874347687)
274,np.float64(0.21333250403404236),np.float64(0.4717215895652771),np.float64(0.2877243459224701),np.float64(0.7693063020706177),np.float64(1.1339434385299683),np.float64(0.32988032698631287),np.float64(0.4334510266780853),np.float64(0.42576122283935547),np.float64(0.23266232013702393),np.float64(0.1774309128522873)
275,np.float64(0.20228292047977448),np.float64(0.49146541953086853),np.float64(0.30591660737991333),np.float64(0.6456552743911743),np.float64(1.1422091722488403),np.float64(0.3192096948623657),np.float64(0.39026567339897156),np.float64(0.4337696433067322),np.float64(0.2610619366168976),np.float64(0.17547816038131714)
276,np.float64(0.25951945781707764),np.float64(0.5128256678581238),np.float64(0.33151158690452576),np.float64(0.9636316299438477),np.float64(0.9221259951591492),np.float64(0.3223607838153839),np.float64(0.5150161385536194),np.float64(0.39191076159477234),np.float64(0.2063818722963333),np.float64(0.2191760241985321)
277,np.float64(0.25086304545402527),np.float64(0.6505740880966187),np.float64(0.3228616714477539),np.float64(0.8898276090621948),np.float64(1.3450838327407837),np.float64(0.2782749831676483),np.float64(0.36471062898635864),np.float64(0.5006766319274902),np.float64(0.15222828090190887),np.float64(0.19386328756809235)
278,np.float64(0.20780958235263824),np.float64(0.5802852511405945),np.float64(0.4589610695838928),np.float64(0.40228986740112305),np.float64(0.9508545398712158),np.float64(0.28084906935691833),np.float64(0.22575606405735016),np.float64(0.40656426548957825),np.float64(0.30199775099754333),np.float64(0.13233080506324768)
279,np.float64(0.21113574504852295),np.float64(0.4741967022418976),np.float64(0.28520190715789795),np.float64(0.7638980150222778),np.float64(1.0322425365447998),np.float64(0.3227691948413849),np.float64(0.46422699093818665),np.float64(0.4278446137905121),np.float64(0.2197977751493454),np.float64(0.19241087138652802)
280,np.float64(0.24675653874874115),np.float64(0.5037785768508911),np.float64(0.30121201276779175),np.float64(0.9438522458076477),np.float64(0.9895049333572388),np.float64(0.3257448971271515),np.float64(0.5067625045776367),np.float64(0.4434136748313904),np.float64(0.20951363444328308),np.float64(0.21181033551692963)
281,np.float64(0.2182437628507614),np.float64(0.5237557291984558),np.float64(0.2707003057003021),np.float64(0.7126296162605286),np.float64(1.3373509645462036),np.float64(0.3004266917705536),np.float64(0.41942569613456726),np.float64(0.4562593400478363),np.float64(0.1773557960987091),np.float64(0.1325903981924057)
282,np.float64(0.19575895369052887),np.float64(0.5067027807235718),np.float64(0.41432586312294006),np.float64(0.4129205048084259),np.float64(2.253566265106201),np.float64(0.28821104764938354),np.float64(0.24766959249973297),np.float64(0.45761629939079285),np.float64(0.21280238032341003),np.float64(0.16038087010383606)
283,np.float64(0.20391181111335754),np.float64(0.5081055164337158),np.float64(0.30247244238853455),np.float64(0.6069954037666321),np.float64(1.159531593322754),np.float64(0.3116861879825592),np.float64(0.3753264248371124),np.float64(0.44694870710372925),np.float64(0.2616389989852905),np.float64(0.1518283188343048)
284,np.float64(0.23060616850852966),np.float64(0.5115771889686584),np.float64(0.3362307846546173),np.float64(0.7728365659713745),np.float64(1.7502132654190063),np.float64(0.3137058615684509),np.float64(0.3714761435985565),np.float64(0.40686309337615967),np.float64(0.23677869141101837),np.float64(0.21102672815322876)
285,np.float64(0.21642591059207916),np.float64(0.607265055179596),np.float64(0.45747095346450806),np.float64(0.36181801557540894),np.float64(1.8070447444915771),np.float64(0.2747045159339905),np.float64(0.21848399937152863),np.float64(0.45376574993133545),np.float64(0.29764169454574585),np.float64(0.14032873511314392)
286,np.float64(0.2227693647146225),np.float64(0.5464208126068115),np.float64(0.31889474391937256),np.float64(0.9639852046966553),np.float64(1.330674171447754),np.float64(0.3150307238101959),np.float64(0.42324966192245483),np.float64(0.4321485757827759),np.float64(0.19076012074947357),np.float64(0.13824987411499023)
287,np.float64(-0.4593881070613861),np.float64(0.46321988105773926),np.float64(0.5021605491638184),np.float64(1.0792773962020874),np.float64(1.0191009044647217),np.float64(1.5816147327423096),np.float64(0.7951112389564514),np.float64(0.2461976855993271),np.float64(0.18562506139278412),np.float64(0.18155379593372345)
288,np.float64(0.20151597261428833),np.float64(0.5397863388061523),np.float64(0.4011259377002716),np.float64(0.3889731466770172),np.float64(2.2458114624023438),np.float64(0.2963827848434448),np.float64(0.25291284918785095),np.float64(0.41976478695869446),np.float64(0.2676239311695099),np.float64(0.18732155859470367)
289,np.float64(0.1940780133008957),np.float64(0.4194979965686798),np.float64(0.26830199360847473),np.float64(0.6549954414367676),np.float64(0.9745175242424011),np.float64(0.3475998044013977),np.float64(0.42707380652427673),np.float64(0.42696431279182434),np.float64(0.19033004343509674),np.float64(0.1607232689857483)
290,np.float64(0.23516947031021118),np.float64(0.6543831825256348),np.float64(0.3098921477794647),np.float64(0.7939112186431885),np.float64(1.2590467929840088),np.float64(0.28967446088790894),np.float64(0.4017874598503113),np.float64(0.4309483468532562),np.float64(0.24879129230976105),np.float64(0.1911323368549347)
